Date,Actual_Rain,Forecast
2018-01-01,True,0.6252339463929772
2018-01-02,True,0.6076230649073604
2018-01-03,True,0.4792326871835119
2018-01-04,True,0.3497821666679707
2018-01-05,True,0.7888067231767909
2018-01-06,True,0.6428659970581561
2018-01-07,True,0.7076970295826374
2018-01-08,True,0.9547979299330632
2018-01-09,True,0.7804124238628863
2018-01-10,True,0.7772170939986107
2018-01-11,True,0.7121807073169458
2018-01-12,True,0.8238963831467172
2018-01-13,True,0.6813841858251598
2018-01-14,True,0.7424775499719706
2018-01-15,True,0.7400601002416776
2018-01-16,True,0.7350917658485705
2018-01-17,True,0.747993783016849
2018-01-18,True,0.7717652444827017
2018-01-19,True,0.7221583160438921
2018-01-20,True,0.7182779331003816
2018-01-21,True,0.7337877558506333
2018-01-22,True,0.7414069843853903
2018-01-23,True,0.8304605995966772
2018-01-24,True,0.8126487689567845
2018-01-25,True,0.7176686198943155
2018-01-26,True,0.8179808446085053
2018-01-27,True,0.7087157336024961
2018-01-28,True,0.7992900302734299
2018-01-29,True,0.8043369585388128
2018-01-30,True,0.826205535663389
2018-01-31,True,0.768519726921097
2018-02-01,True,0.7026318877797106
2018-02-02,True,0.7125594675637812
2018-02-03,True,0.8140920920931607
2018-02-04,True,0.7494718512370304
2018-02-05,False,0.7481177243585904
2018-02-06,True,0.7086849793079639
2018-02-07,True,0.6725086546759221
2018-02-08,True,0.7252956946877842
2018-02-09,True,0.4910675007284365
2018-02-10,True,0.310899375980132
2018-02-11,True,0.7655860528481905
2018-02-12,True,0.7266306134732272
2018-02-13,True,0.7463162549259424
2018-02-14,True,0.6943483753293336
2018-02-15,True,0.7729106721798408
2018-02-16,True,0.7491300217580406
2018-02-17,True,0.8088954143341767
2018-02-18,True,0.8158123179191757
2018-02-19,True,0.8222304730990502
2018-02-20,True,0.773348818537361
2018-02-21,True,0.7407604260677237
2018-02-22,True,0.7392555659943761
2018-02-23,True,0.7582969852492918
2018-02-24,True,0.8367082545933934
2018-02-25,True,0.8048202675582464
2018-02-26,True,0.8220236630576369
2018-02-27,True,0.7462964192851808
2018-02-28,True,0.8038402380779998
2018-03-01,True,0.7222611090885314
2018-03-02,True,0.721204841291399
2018-03-03,True,0.7468057661464417
2018-03-04,True,0.875457450657599
2018-03-05,True,0.7283078827743177
2018-03-06,True,0.8224806857211387
2018-03-07,True,0.7653780779494975
2018-03-08,True,0.6784544981577695
2018-03-09,True,0.6819323129547414
2018-03-10,True,0.7441908547393123
2018-03-11,True,0.7734181750388022
2018-03-12,True,0.6466627021346447
2018-03-13,True,0.6465221941298588
