Date,Temperature,SnowHeight
2010-01-01,-10.63346149984848,60.585051269900966
2010-01-02,-7.627987716223906,64.33915481744641
2010-01-03,-7.603925364493145,64.68843097303638
2010-01-04,-6.931354370191829,64.86809457965016
2010-01-05,-4.978383986855839,65.12661566990087
2010-01-06,-4.207235718536853,65.42823659756915
2010-01-07,-4.331779375315001,65.82382207248911
2010-01-08,-2.942968972077255,66.01462275302495
2010-01-09,-6.321205192098853,66.52944784415018
2010-01-10,-6.479197599800353,67.27906765452309
2010-01-11,-5.692614176624755,67.74496197718958
2010-01-12,-4.0633553483917275,68.10247913288727
2010-01-13,-6.917407718107343,68.52021893114492
2010-01-14,-8.969860782894845,69.1421685383786
2010-01-15,-6.709343393834362,69.53750682468615
2010-01-16,-6.367240654202288,70.03828733545448
2010-01-17,-4.811539464132903,70.44162441181325
2010-01-18,-4.372551585575341,70.7866404668269
2010-01-19,-7.947940746890396,71.34862089881466
2010-01-20,-0.2213351911470997,71.35229062850404
2010-01-21,-3.642763105029874,71.62527391762369
2010-01-22,-4.045777561410468,71.9830037429273
2010-01-23,-3.189676823805521,75.96975240926952
2010-01-24,-3.741661354546915,76.25058999164023
2010-01-25,-7.36872418779615,76.76534181905598
2010-01-26,-3.6199808900906367,76.92854655580584
2010-01-27,-4.452908194891539,77.33403480296695
2010-01-28,-3.4815666389755644,77.56935471952764
2010-01-29,-5.847727179312353,77.98462063703734
2010-01-30,-2.8142653297615534,78.17675083258841
2010-01-31,-3.9118730602803273,78.21851664098938
2010-02-01,-2.2907027223352014,78.32631755558042
2010-02-02,-1.923233042805714,78.47802942424275
2010-02-03,-0.248148083435411,78.48828108408
2010-02-04,-2.3540945783999097,78.72020129801496
2010-02-05,-2.8473894696952566,78.78722845638008
2010-02-06,-4.614169761245301,79.0346544979162
2010-02-07,-2.108599876399674,79.13087104965392
2010-02-08,-2.043490066547829,79.22483816086078
2010-02-09,-4.300455714835828,79.5397267744079
2010-02-10,-2.071562883651771,79.73954105228393
2010-02-11,-2.505005947557116,81.7706185121503
2010-02-12,-0.5806411260887541,81.8131773965465
2010-02-13,-0.6860293510387414,81.86542432571491
2010-02-14,-6.69662652577429,82.23883808446716
2010-02-15,-0.6341109737837369,82.3154179704846
2010-02-16,-0.1779055553671903,82.32016115128823
2010-02-17,-0.3068723687923363,82.33578662965073
2010-02-18,0.2894039618224278,82.26266422424735
2010-02-19,-1.6500484187457956,82.38297006158292
2010-02-20,-0.0170281055328562,82.38390133621343
2010-02-21,0.3822606278915549,82.32245947009645
2010-02-22,-0.4078683468874676,82.33391971878429
2010-02-23,3.1541519024193088,81.96698481858009
2010-02-24,-0.2057027626167419,81.97324391543202
2010-02-25,0.6200553798200913,81.75618032579692
2010-02-26,3.0658031979824676,81.12520120231804
2010-02-27,3.2324764467605966,80.70446677455266
2010-02-28,1.9554809471685344,80.37022846874956
2010-03-01,-1.471515494350032,80.43644847825912
2010-03-02,2.472818048391855,80.11660433856696
2010-03-03,5.866610119972014,79.57430959051254
2010-03-04,-0.7428458855734603,79.6420667537008
