Date,Temperature,SnowHeight
2018-01-01,-10.411348264924593,1000.0
2018-01-02,-9.70039561378623,1000.0
2018-01-03,-10.106357831597292,1000.0
2018-01-04,-12.073387669791735,1000.0
2018-01-05,-9.81859981731784,1000.0
2018-01-06,-10.855878610873198,1000.0
2018-01-07,-10.014709644662508,1000.0
2018-01-08,-13.157958174120646,1000.0
2018-01-09,-9.587310040116709,1000.0
2018-01-10,-12.48888560302149,1000.0
2018-01-11,-12.709060747279064,1000.0
2018-01-12,-10.951388087054786,1000.0
2018-01-13,-12.085465508344592,1000.0
2018-01-14,-10.735580118128372,1000.0
2018-01-15,-12.513155724670485,1000.0
2018-01-16,-9.502314202220443,1000.0
2018-01-17,-8.896404130694016,1000.0
2018-01-18,-9.40365331211359,1000.0
2018-01-19,-9.971319378366122,1000.0
2018-01-20,-11.203906514903046,1000.0
2018-01-21,-9.120374068097425,1000.0
2018-01-22,-12.883062707507465,1000.0
2018-01-23,-7.837048262609074,1000.0
2018-01-24,-8.549867619923381,1000.0
2018-01-25,-12.681161790315713,1000.0
2018-01-26,-8.36445088617458,1000.0
2018-01-27,-9.737317425232543,1000.0
2018-01-28,-7.212165691225166,1000.0
2018-01-29,-7.585805874773749,1000.0
2018-01-30,-6.565181446725901,1000.0
2018-01-31,-8.90017470457595,1000.0
2018-02-01,-8.161155116695298,1000.0
2018-02-02,-9.934578355441332,1000.0
2018-02-03,-5.6808883427097685,1000.0
2018-02-04,-3.790387362844091,1000.0
2018-02-05,-8.68857259271396,1000.0
2018-02-06,-3.109356664458778,1000.0
2018-02-07,-3.546801658512039,1000.0
2018-02-08,-8.718435855237882,1000.0
2018-02-09,-8.821821081778117,1000.0
2018-02-10,-3.981226896360958,1000.0
2018-02-11,-3.6019393705574076,1000.0
2018-02-12,-5.379237713274126,1000.0
2018-02-13,-9.538652058663702,1000.0
2018-02-14,-3.714626361994418,1000.0
2018-02-15,-4.607007486051182,1000.0
2018-02-16,-5.058644005844051,1000.0
2018-02-17,-4.031579759551762,1000.0
2018-02-18,-5.228964200169956,1000.0
2018-02-19,-3.4211296390578125,1000.0
2018-02-20,-6.217542917436189,1000.0
2018-02-21,-3.113290057012795,1000.0
2018-02-22,-2.0624377503535825,1000.0
2018-02-23,-4.268743363050165,1000.0
2018-02-24,-4.56552853902647,1000.0
2018-02-25,-4.919424622189869,1000.0
2018-02-26,-3.6138946993412615,1000.0
2018-02-27,-5.353464502166334,1000.0
2018-02-28,-1.6479779872570397,1000.0
2018-03-01,-5.418829109922489,1000.0
2018-03-02,-1.8706949275485356,1000.0
2018-03-03,-1.7364521706512694,1000.0
2018-03-04,-2.6453597716244155,1000.0
2018-03-05,-0.4970603830658089,1000.0
2018-03-06,-2.825549114117372,1000.0
2018-03-07,0.3684661212130229,999.8965641295443
2018-03-08,-1.622200178857805,1000.0
2018-03-09,-4.585779530293001,1000.0
2018-03-10,0.3159795401852914,999.9009963530392
2018-03-11,-1.9737962766789616,1000.0
2018-03-12,-0.6072348261576083,1000.0
2018-03-13,1.5523722585907929,999.9063587193848
2018-03-14,1.6160251297612926,999.8167102450252
2018-03-15,0.850033115364175,999.736175548474
2018-03-16,1.3709851844788707,999.6275972392356
2018-03-17,-2.0843127794338345,1000.0
2018-03-18,0.2206880568830282,999.922207071446
2018-03-19,3.546457264928985,999.668848187286
2018-03-20,0.4975872364578175,999.599417747812
2018-03-21,-2.2090105819147756,999.8386773288202
2018-03-22,0.5255061698206515,999.7938598762372
2018-03-23,1.957337050082832,999.7299573073868
2018-03-24,4.210812739112356,999.5201820725638
2018-03-25,1.9348868836154585,999.3878814168949
2018-03-26,2.1256657285300635,999.173239689714
2018-03-27,4.744911745480568,998.7333978567672
2018-03-28,5.136212706780466,998.2450429625236
2018-03-29,2.813873028017445,998.0026356502468
2018-03-30,3.7306907132575127,997.8109456639204
2018-03-31,2.3731167886409006,997.5115959222228
2018-04-01,0.8934832410091951,997.4377649310816
2018-04-02,5.480239873938695,997.2407210286444
2018-04-03,5.571723788859162,997.116574628503
2018-04-04,5.613921648791125,996.8494645030054
2018-04-05,4.162855838933365,996.5757796685306
2018-04-06,1.0476706669206628,996.4884090061554
2018-04-07,5.349133007414942,996.132337211416
2018-04-08,8.323536909801437,995.3542396420436
2018-04-09,5.539307994383515,995.1123292860624
2018-04-10,4.2135986358478394,994.8987698200012
2018-04-11,5.807295119161201,994.667957069454
2018-04-12,7.723418984378032,994.4645124219528
2018-04-13,3.792150702637002,994.1955506713048
2018-04-14,7.176515843073591,993.5989699745772
2018-04-15,7.044986278759464,992.879255721631
2018-04-16,9.506352214336264,992.2660474331022
2018-04-17,6.760214895316092,991.7280923644596
2018-04-18,4.981954659900417,991.3247701291764
2018-04-19,9.105209010048725,990.9060498864518
