Date,Actual_Rain,Forecast
2018-01-01,False,0.0447667784636947
2018-01-02,False,0.01
2018-01-03,True,0.01
2018-01-04,True,0.01
2018-01-05,True,0.3446546004222048
2018-01-06,False,0.01
2018-01-07,True,0.209981130292814
2018-01-08,False,0.2107891806283436
2018-01-09,False,0.519824024919235
2018-01-10,False,0.01
2018-01-11,False,0.01
2018-01-12,True,0.3508743299765142
2018-01-13,False,0.01
2018-01-14,True,0.0718676984695146
2018-01-15,True,0.01
2018-01-16,False,0.0957869905826783
2018-01-17,True,0.2245452521371945
2018-01-18,False,0.1885258926793118
2018-01-19,False,0.1462643388143779
2018-01-20,True,0.1742542476136347
2018-01-21,False,0.0658341969935728
2018-01-22,True,0.1816944665900255
2018-01-23,True,0.21787478868611
2018-01-24,False,0.359827160999616
2018-01-25,False,0.3048184340833625
2018-01-26,True,0.3042508459762877
2018-01-27,False,0.350498362976458
2018-01-28,False,0.1775127814459265
2018-01-29,False,0.01
2018-01-30,True,0.01
2018-01-31,False,0.01
2018-02-01,False,0.01
2018-02-02,True,0.01
2018-02-03,False,0.01
2018-02-04,True,0.01
2018-02-05,True,0.2704421096588691
2018-02-06,False,0.2292563642145476
2018-02-07,False,0.01
2018-02-08,False,0.01
2018-02-09,False,0.1253234089793482
2018-02-10,False,0.2786644050968927
2018-02-11,True,0.1110765250709086
2018-02-12,True,0.01
2018-02-13,True,0.01
2018-02-14,True,0.01
2018-02-15,True,0.1499279506432327
2018-02-16,False,0.472561599139062
2018-02-17,True,0.015512709459963
2018-02-18,False,0.01
2018-02-19,False,0.2917308487946866
2018-02-20,False,0.3688038401025431
2018-02-21,True,0.076080368746271
2018-02-22,True,0.1013099336601814
2018-02-23,False,0.01
2018-02-24,False,0.01
2018-02-25,False,0.01
2018-02-26,True,0.01
2018-02-27,False,0.1264663957361999
2018-02-28,True,0.1422926159664584
2018-03-01,False,0.2691214857771847
2018-03-02,False,0.0283366419073734
2018-03-03,False,0.01
2018-03-04,False,0.01
2018-03-05,False,0.0988163659256308
2018-03-06,False,0.01
2018-03-07,False,0.01
2018-03-08,False,0.3237070707239731
2018-03-09,False,0.1011639068065943
2018-03-10,False,0.01
2018-03-11,True,0.1889651666490572
2018-03-12,True,0.01
2018-03-13,False,0.01
2018-03-14,False,0.1811985335129979
2018-03-15,False,0.01
2018-03-16,False,0.2157054058285914
2018-03-17,True,0.1582790697398579
2018-03-18,False,0.213280798524634
2018-03-19,False,0.0316209443955067
2018-03-20,False,0.175202036422505
2018-03-21,False,0.01
2018-03-22,False,0.097284154984541
2018-03-23,True,0.3245852736233667
2018-03-24,True,0.0997595085202402
2018-03-25,False,0.0379733353429067
2018-03-26,False,0.01
2018-03-27,True,0.0637115334662433
2018-03-28,True,0.01
2018-03-29,False,0.01
2018-03-30,True,0.2161574558271203
2018-03-31,True,0.01
2018-04-01,True,0.268993904311548
2018-04-02,False,0.3779308541105126
2018-04-03,True,0.01
2018-04-04,False,0.2031686052256361
2018-04-05,False,0.4849746206194968
2018-04-06,False,0.1916211150264159
2018-04-07,True,0.0925899553303001
2018-04-08,True,0.01
2018-04-09,True,0.01
2018-04-10,True,0.0113672672601953
2018-04-11,False,0.01
2018-04-12,False,0.24347665262683
2018-04-13,False,0.1725687977113516
2018-04-14,False,0.1041349261804045
2018-04-15,True,0.1115713792420358
2018-04-16,False,0.01
2018-04-17,False,0.01
2018-04-18,False,0.3794191109291761
2018-04-19,True,0.0131289171744193
2018-04-20,True,0.056080549054698
2018-04-21,False,0.1391651566240042
2018-04-22,True,0.0407915518150251
2018-04-23,False,0.01
2018-04-24,True,0.2117578250874668
2018-04-25,False,0.2893110711197294
2018-04-26,False,0.0203412168274379
2018-04-27,False,0.01
2018-04-28,True,0.1000161648674907
2018-04-29,False,0.139613964881888
2018-04-30,True,0.1031697856039889
2018-05-01,False,0.2540256564660968
2018-05-02,False,0.01
2018-05-03,True,0.01
